,name,dob,nat,score,events,environment,race,date,performance,place
180,Tuure HAAPANEN,13 DEC 2002,FIN,968,1500m,Outdoor,3000 Metres,20 SEP 2020,8:38.42,"Stadion, Lahti (FIN)"
181,Tuure HAAPANEN,13 DEC 2002,FIN,968,1500m,Outdoor,3000 Metres,14 JUL 2021,8:25.89,"Keskusurheilukenttä, Joensuu (FIN)"
182,Tuure HAAPANEN,13 DEC 2002,FIN,968,1500m,Outdoor,3000 Metres,31 MAY 2022,8:24.08,"Paavo Nurmi Stadium, Turku (FIN)"
183,Tuure HAAPANEN,13 DEC 2002,FIN,968,1500m,Outdoor,5000 Metres,16 JUN 2020,14:56.17,"Paavo Nurmi Stadium, Turku (FIN)"
184,Tuure HAAPANEN,13 DEC 2002,FIN,968,1500m,Outdoor,5000 Metres,23 JUN 2021,14:39.21,"Paavo Nurmi Stadium, Turku (FIN)"
185,Tuure HAAPANEN,13 DEC 2002,FIN,968,1500m,Outdoor,5000 Metres,07 JUN 2022,14:41.24,"Paavo Nurmi Stadium, Turku (FIN)"
186,Tuure HAAPANEN,13 DEC 2002,FIN,968,1500m,Outdoor,10 Kilometres,17 APR 2021,31:57,Pyhtää (FIN)
187,Tuure HAAPANEN,13 DEC 2002,FIN,968,1500m,Indoor,800 Metres,03 FEB 2019,1:58.94,Turku (FIN)
188,Tuure HAAPANEN,13 DEC 2002,FIN,968,1500m,Indoor,800 Metres,23 FEB 2020,1:55.76,"Liikuntamylly, Helsinki (FIN)"
189,Tuure HAAPANEN,13 DEC 2002,FIN,968,1500m,Indoor,1500 Metres,20 FEB 2021,3:58.97,"Hipposhalli, Jyväskylä (FIN)"
190,Tuure HAAPANEN,13 DEC 2002,FIN,968,1500m,Indoor,3000 Metres,26 JAN 2020,8:51.32,Helsinki (FIN)
191,Tuure HAAPANEN,13 DEC 2002,FIN,968,1500m,Indoor,3000 Metres,21 FEB 2021,8:36.00,"Hipposhalli, Jyväskylä (FIN)"
192,Miles WEATHERSEED,12 JUL 1997,GBR,968,1500m [Mile],Outdoor,800 Metres,01 JUN 2014,1:56.44,Bromley (GBR)
193,Miles WEATHERSEED,12 JUL 1997,GBR,968,1500m [Mile],Outdoor,800 Metres,19 AUG 2015,1:53.61,Eltham (GBR)
194,Miles WEATHERSEED,12 JUL 1997,GBR,968,1500m [Mile],Outdoor,800 Metres,20 APR 2016,1:55.37,Watford (GBR)
195,Miles WEATHERSEED,12 JUL 1997,GBR,968,1500m [Mile],Outdoor,800 Metres,18 APR 2018,1:53.21,Watford (GBR)
196,Miles WEATHERSEED,12 JUL 1997,GBR,968,1500m [Mile],Outdoor,800 Metres,17 JUL 2019,1:54.55,"Norman Park Athletics Track, Bromley (GBR)"
197,Miles WEATHERSEED,12 JUL 1997,GBR,968,1500m [Mile],Outdoor,800 Metres,31 AUG 2020,1:52.80,"Tonbridge School Athletics Track, Tonbridge (GBR)"
198,Miles WEATHERSEED,12 JUL 1997,GBR,968,1500m [Mile],Outdoor,800 Metres,03 AUG 2021,1:53.16,"Tonbridge School Athletics Track, Tonbridge (GBR)"
199,Miles WEATHERSEED,12 JUL 1997,GBR,968,1500m [Mile],Outdoor,1500 Metres,02 JUL 2014,3:57.20,Watford (GBR)
200,Miles WEATHERSEED,12 JUL 1997,GBR,968,1500m [Mile],Outdoor,1500 Metres,27 JUN 2015,3:52.03,Watford (GBR)
201,Miles WEATHERSEED,12 JUL 1997,GBR,968,1500m [Mile],Outdoor,1500 Metres,28 MAY 2016,3:50.75,Watford (GBR)
202,Miles WEATHERSEED,12 JUL 1997,GBR,968,1500m [Mile],Outdoor,1500 Metres,15 APR 2017,3:55.80,"Philadelphia, PA (USA)"
203,Miles WEATHERSEED,12 JUL 1997,GBR,968,1500m [Mile],Outdoor,1500 Metres,16 JUN 2018,3:58.10,Bedford (GBR)
204,Miles WEATHERSEED,12 JUL 1997,GBR,968,1500m [Mile],Outdoor,1500 Metres,25 MAY 2019,3:47.14,Manchester (GBR)
205,Miles WEATHERSEED,12 JUL 1997,GBR,968,1500m [Mile],Outdoor,1500 Metres,04 SEP 2020,3:51.45,"Sportcity Regional Arena, Manchester (GBR)"
206,Miles WEATHERSEED,12 JUL 1997,GBR,968,1500m [Mile],Outdoor,1500 Metres,12 JUN 2021,3:42.92,"Woodside Stadium, Watford (GBR)"
207,Miles WEATHERSEED,12 JUL 1997,GBR,968,1500m [Mile],Outdoor,1500 Metres,18 MAY 2022,3:47.89,"Woodside Stadium, Watford (GBR)"
208,Miles WEATHERSEED,12 JUL 1997,GBR,968,1500m [Mile],Outdoor,One Mile,29 JUL 2015,4:19.59,Cardiff (GBR)
209,Miles WEATHERSEED,12 JUL 1997,GBR,968,1500m [Mile],Outdoor,One Mile,07 MAY 2016,4:19.07,Oxford (GBR)
210,Miles WEATHERSEED,12 JUL 1997,GBR,968,1500m [Mile],Outdoor,One Mile,30 AUG 2019,4:15.30,Tonbridge (GBR)
211,Miles WEATHERSEED,12 JUL 1997,GBR,968,1500m [Mile],Outdoor,One Mile,28 JUL 2021,4:06.59,"Wimbledon Park Athletics Track, London (GBR)"
212,Miles WEATHERSEED,12 JUL 1997,GBR,968,1500m [Mile],Outdoor,One Mile,04 JUN 2022,4:09.61,"Oxford University Track, Oxford (GBR)"
213,Miles WEATHERSEED,12 JUL 1997,GBR,968,1500m [Mile],Outdoor,3000 Metres,31 MAY 2017,8:25.18,Watford (GBR)
214,Miles WEATHERSEED,12 JUL 1997,GBR,968,1500m [Mile],Outdoor,3000 Metres,23 APR 2022,8:27.91,"Loughborough University Track, Loughborough (GBR)"
215,Miles WEATHERSEED,12 JUL 1997,GBR,968,1500m [Mile],Outdoor,5000 Metres,07 MAY 2018,15:09.45,Bedford (GBR)
216,Miles WEATHERSEED,12 JUL 1997,GBR,968,1500m [Mile],Outdoor,5000 Metres,25 APR 2019,14:55.51,"Philadelphia, PA (USA)"
217,Miles WEATHERSEED,12 JUL 1997,GBR,968,1500m [Mile],Outdoor,5000 Metres,31 MAR 2021,14:22.62,"Millennium Arena, Battersea Park, London (GBR)"
218,Miles WEATHERSEED,12 JUL 1997,GBR,968,1500m [Mile],Outdoor,5 Kilometres,14 FEB 2019,14:31,Armagh (GBR)
219,Miles WEATHERSEED,12 JUL 1997,GBR,968,1500m [Mile],Outdoor,5 Kilometres,13 FEB 2020,14:31,Armagh (GBR)
220,Miles WEATHERSEED,12 JUL 1997,GBR,968,1500m [Mile],Outdoor,5 Kilometres,05 APR 2021,14:34,Wigan (GBR)
221,Miles WEATHERSEED,12 JUL 1997,GBR,968,1500m [Mile],Indoor,1500 Metres,13 FEB 2016,3:58.59,Sheffield (GBR)
222,Miles WEATHERSEED,12 JUL 1997,GBR,968,1500m [Mile],Indoor,1500 Metres,17 FEB 2018,4:00.05,Sheffield (GBR)
223,Miles WEATHERSEED,12 JUL 1997,GBR,968,1500m [Mile],Indoor,1500 Metres,19 FEB 2020,3:50.21,"Lee Valley Athletics Centre, London (GBR)"
224,Miles WEATHERSEED,12 JUL 1997,GBR,968,1500m [Mile],Indoor,One Mile,29 JAN 2020,4:13.13,"Lee Valley Athletics Centre, London (GBR)"
225,Yong-soo KIM,17 JUL 1998,KOR,968,1500m,Outdoor,800 Metres,25 MAY 2022,1:55.34,Iksan (KOR)
226,Yong-soo KIM,17 JUL 1998,KOR,968,1500m,Outdoor,1500 Metres,05 JUN 2017,3:51.57,Kimchun (KOR)
227,Yong-soo KIM,17 JUL 1998,KOR,968,1500m,Outdoor,1500 Metres,07 JUL 2018,3:50.39,Kitami (JPN)
228,Yong-soo KIM,17 JUL 1998,KOR,968,1500m,Outdoor,1500 Metres,09 JUL 2019,3:51.70,Fukagawa (JPN)
229,Yong-soo KIM,17 JUL 1998,KOR,968,1500m,Outdoor,1500 Metres,28 JUL 2020,3:50.21,Yecheon (KOR)
230,Yong-soo KIM,17 JUL 1998,KOR,968,1500m,Outdoor,1500 Metres,06 JUL 2022,3:51.03,Goseong (KOR)
231,Yong-soo KIM,17 JUL 1998,KOR,968,1500m,Outdoor,5000 Metres,29 SEP 2018,14:29.73,Youngju (KOR)
232,Yong-soo KIM,17 JUL 1998,KOR,968,1500m,Outdoor,5000 Metres,13 JUL 2019,14:28.56,Shibetsu (JPN)
233,Yong-soo KIM,17 JUL 1998,KOR,968,1500m,Outdoor,5000 Metres,20 OCT 2020,14:31.05,Yecheon (KOR)
234,Yong-soo KIM,17 JUL 1998,KOR,968,1500m,Outdoor,5000 Metres,06 MAY 2022,14:45.70,Naju (KOR)
235,Yong-soo KIM,17 JUL 1998,KOR,968,1500m,Outdoor,Marathon,17 APR 2022,2:30:27,Seoul (KOR)
236,Yong-soo KIM,17 JUL 1998,KOR,968,1500m,Indoor,1500 Metres,19 SEP 2017,3:59.86,Ashgabat (TKM)
237,Ismail TAŞYÜREK,01 JAN 2003,TUR,968,1500m [1500m ind.],Outdoor,1500 Metres,26 APR 2022,3:52.24,"Nevin Yanıt Atletizm Pisti, Mersin (TUR)"
238,Ismail TAŞYÜREK,01 JAN 2003,TUR,968,1500m [1500m ind.],Outdoor,3000 Metres,05 SEP 2020,8:48.60,"Ekrem Koçak Atletizm Pisti, Istanbul (TUR)"
239,Ismail TAŞYÜREK,01 JAN 2003,TUR,968,1500m [1500m ind.],Outdoor,3000 Metres,30 MAY 2021,8:50.48,"Atıcılar Atletizm Sahası, Bursa (TUR)"
240,Ismail TAŞYÜREK,01 JAN 2003,TUR,968,1500m [1500m ind.],Outdoor,3000 Metres,14 MAY 2022,8:20.25,"Nevin Yanıt Atletizm Pisti, Mersin (TUR)"
241,Ismail TAŞYÜREK,01 JAN 2003,TUR,968,1500m [1500m ind.],Outdoor,5000 Metres,28 MAY 2022,14:26.97,"Atıcılar Atletizm Sahası, Bursa (TUR)"
242,Ismail TAŞYÜREK,01 JAN 2003,TUR,968,1500m [1500m ind.],Indoor,1500 Metres,06 FEB 2021,4:05.77,"Ataköy Arena, Istanbul (TUR)"
243,Ismail TAŞYÜREK,01 JAN 2003,TUR,968,1500m [1500m ind.],Indoor,1500 Metres,02 FEB 2022,3:52.39,"Ataköy Arena, Istanbul (TUR)"
244,Ismail TAŞYÜREK,01 JAN 2003,TUR,968,1500m [1500m ind.],Indoor,3000 Metres,25 DEC 2020,8:36.83,"Ataköy Arena, Istanbul (TUR)"
245,Ismail TAŞYÜREK,01 JAN 2003,TUR,968,1500m [1500m ind.],Indoor,3000 Metres,25 FEB 2022,8:13.53,"Ataköy Arena, Istanbul (TUR)"
246,Ismail TAŞYÜREK,01 JAN 2003,TUR,968,1500m [1500m ind.],Indoor,4x400 Metres Relay,12 FEB 2022,3:24.35,"Atletska dvorana, Beograd (SRB)"
247,Moritz EBBESKOTTE,15 DEC 2003,GER,968,1500m,Outdoor,800 Metres,29 AUG 2020,1:57.17,Thalwil (SUI)
248,Moritz EBBESKOTTE,15 DEC 2003,GER,968,1500m,Outdoor,800 Metres,21 AUG 2021,1:52.19,"Stadion Wankdorf, Bern (SUI)"
249,Moritz EBBESKOTTE,15 DEC 2003,GER,968,1500m,Outdoor,800 Metres,21 MAY 2022,1:56.96,"Sportplatz Arena, Hochdorf (SUI)"
250,Moritz EBBESKOTTE,15 DEC 2003,GER,968,1500m,Outdoor,1000 Metres,15 MAY 2021,2:29.06,"Munot-Sportanlage, Schaffhausen (SUI)"
251,Moritz EBBESKOTTE,15 DEC 2003,GER,968,1500m,Outdoor,1000 Metres,14 MAY 2022,2:28.31,"Stade de la Saussaz, Chailly-sur-Montreux (SUI)"
252,Moritz EBBESKOTTE,15 DEC 2003,GER,968,1500m,Outdoor,1500 Metres,27 JUN 2020,3:58.19,"Stadion Wankdorf, Bern (SUI)"
253,Moritz EBBESKOTTE,15 DEC 2003,GER,968,1500m,Outdoor,1500 Metres,12 JUN 2021,3:48.12,"Centre sportif Bout-du-Monde, Genève (SUI)"
254,Moritz EBBESKOTTE,15 DEC 2003,GER,968,1500m,Outdoor,1500 Metres,18 JUN 2022,3:48.03,"TSV Stadion, Pfungstadt (GER)"
255,Moritz EBBESKOTTE,15 DEC 2003,GER,968,1500m,Indoor,1000 Metres,23 FEB 2020,2:38.43,"Halle End der Welt, Magglingen (SUI)"
256,Michal HROCH,18 FEB 2003,CZE,968,1500m [1500m ind.],Outdoor,400 Metres,07 MAY 2022,51.10,"Atletický stadion za parkem Vyškov, Vyškov (CZE)"
257,Michal HROCH,18 FEB 2003,CZE,968,1500m [1500m ind.],Outdoor,800 Metres,08 SEP 2019,1:58.93,"Atletický stadion Slavia Praha, Praha (CZE)"
258,Michal HROCH,18 FEB 2003,CZE,968,1500m [1500m ind.],Outdoor,800 Metres,18 JUL 2020,1:56.52,Uherské Hradiste (CZE)
259,Michal HROCH,18 FEB 2003,CZE,968,1500m [1500m ind.],Outdoor,800 Metres,04 SEP 2021,1:54.06,"Stadion TJ Lokomotiva Olomouc,, Olomouc (CZE)"
260,Michal HROCH,18 FEB 2003,CZE,968,1500m [1500m ind.],Outdoor,800 Metres,08 MAY 2022,1:53.03,"Stadion TJ Lokomotiva Olomouc,, Olomouc (CZE)"
261,Michal HROCH,18 FEB 2003,CZE,968,1500m [1500m ind.],Outdoor,1500 Metres,08 SEP 2020,3:59.26,"Mestský Stadion, Ostrava (CZE)"
262,Michal HROCH,18 FEB 2003,CZE,968,1500m [1500m ind.],Outdoor,1500 Metres,27 JUN 2021,3:54.53,"Stadion Mládeže, Zlín (CZE)"
263,Michal HROCH,18 FEB 2003,CZE,968,1500m [1500m ind.],Outdoor,1500 Metres,25 JUN 2022,3:48.22,"Stadion U Červených domků, Hodonín (CZE)"
264,Michal HROCH,18 FEB 2003,CZE,968,1500m [1500m ind.],Indoor,800 Metres,24 JAN 2019,1:59.77,Ostrava (CZE)
265,Michal HROCH,18 FEB 2003,CZE,968,1500m [1500m ind.],Indoor,800 Metres,21 JAN 2020,1:58.91,"Atletická hala, Ostrava (CZE)"
266,Michal HROCH,18 FEB 2003,CZE,968,1500m [1500m ind.],Indoor,800 Metres,25 JAN 2022,1:53.47,"Atletická hala, Ostrava (CZE)"
267,Michal HROCH,18 FEB 2003,CZE,968,1500m [1500m ind.],Indoor,1500 Metres,07 MAR 2021,3:58.62,"Vitkovice, Ostrava (CZE)"
268,Michal HROCH,18 FEB 2003,CZE,968,1500m [1500m ind.],Indoor,1500 Metres,16 JAN 2022,3:54.00,"Atletická hala, Ostrava (CZE)"
269,Michal HROCH,18 FEB 2003,CZE,968,1500m [1500m ind.],Indoor,3000 Metres,06 MAR 2021,8:53.48,"Vitkovice, Ostrava (CZE)"
270,Kevin HAAS,,USA,968,1500m [Mile ind.],Outdoor,800 Metres,06 MAY 2022,1:54.36,"Nittany Lion Outdoor Track, State College, PA (USA)"
271,Kevin HAAS,,USA,968,1500m [Mile ind.],Outdoor,1500 Metres,08 APR 2022,3:50.35,"Morris Williams T&F Stadium, Durham, NC (USA)"
272,Kevin HAAS,,USA,968,1500m [Mile ind.],Outdoor,5000 Metres,15 MAY 2022,15:11.39,"University of Minnesota T&F Stadium, Minneapolis, MN (USA)"
273,Kevin HAAS,,USA,968,1500m [Mile ind.],Outdoor,Distance Medley Relay,25 FEB 2022,9:39.93,"SPIRE Institute Indoor Track & Field Facility, Geneva, OH (USA)"
274,Kevin HAAS,,USA,968,1500m [Mile ind.],Indoor,800 Metres,18 FEB 2022,1:54.54,"Ashenfelter Indoor Track, State College, PA (USA)"
275,Kevin HAAS,,USA,968,1500m [Mile ind.],Indoor,1000 Metres,15 JAN 2022,2:28.83,"Ashenfelter Indoor Track, State College, PA (USA)"
276,Kevin HAAS,,USA,968,1500m [Mile ind.],Indoor,One Mile,05 FEB 2022,4:10.73,"Armory Track, New York, NY (USA)"
277,Jake SMITH,,USA,968,1500m,Outdoor,800 Metres,03 MAR 2018,2:00.49,"Riverside, CA (USA)"
278,Jake SMITH,,USA,968,1500m,Outdoor,800 Metres,30 APR 2021,1:57.67,"UC Riverside T&F Stadium, Riverside, CA (USA)"
279,Jake SMITH,,USA,968,1500m,Outdoor,1500 Metres,28 APR 2018,3:53.82,"Irvine, CA (USA)"
280,Jake SMITH,,USA,968,1500m,Outdoor,1500 Metres,27 APR 2019,3:49.11,"Irvine, CA (USA)"
281,Jake SMITH,,USA,968,1500m,Outdoor,1500 Metres,17 APR 2021,3:51.06,"Cougar Athletic Stadium, Azusa, CA (USA)"
282,Jake SMITH,,USA,968,1500m,Outdoor,1500 Metres,15 APR 2022,3:48.94,"Cougar Athletic Stadium, Azusa, CA (USA)"
283,Jake SMITH,,USA,968,1500m,Outdoor,One Mile,17 MAR 2018,4:16.28,"Los Angeles, CA (USA)"
284,Jake SMITH,,USA,968,1500m,Outdoor,3000 Metres,05 APR 2019,8:39.66,"Santa Barbara, CA (USA)"
285,Jake SMITH,,USA,968,1500m,Outdoor,5000 Metres,30 MAR 2018,14:43.96,"Los Angeles, CA (USA)"
286,Jake SMITH,,USA,968,1500m,Outdoor,5000 Metres,29 MAR 2019,14:33.77,"Westwood, CA (USA)"
287,Jake SMITH,,USA,968,1500m,Outdoor,5000 Metres,12 MAR 2021,14:50.49,"CSU Titan Track Complex, Fullerton, CA (USA)"
288,Jake SMITH,,USA,968,1500m,Outdoor,5000 Metres,11 MAR 2022,14:34.39,"CSU Titan Track Complex, Fullerton, CA (USA)"
289,Aksel LAUDON,,USA,967,1500m [Mile ind.],Outdoor,800 Metres,05 MAY 2018,1:57.25,"Mesa, AZ (USA)"
290,Aksel LAUDON,,USA,967,1500m [Mile ind.],Outdoor,800 Metres,11 MAY 2019,2:00.63,"Waltham, MA (USA)"
291,Aksel LAUDON,,USA,967,1500m [Mile ind.],Outdoor,800 Metres,14 MAY 2022,1:52.41,"Weaver Stadium, Princeton, NJ (USA)"
292,Aksel LAUDON,,USA,967,1500m [Mile ind.],Outdoor,1500 Metres,29 MAR 2019,3:57.68,"Raleigh, NC (USA)"
293,Aksel LAUDON,,USA,967,1500m [Mile ind.],Outdoor,1500 Metres,30 APR 2021,3:58.43,"Military Academy Shea Stadium, West Point, NY (USA)"
294,Aksel LAUDON,,USA,967,1500m [Mile ind.],Outdoor,1500 Metres,08 APR 2022,3:53.13,"Morris Williams T&F Stadium, Durham, NC (USA)"
295,Aksel LAUDON,,USA,967,1500m [Mile ind.],Outdoor,One Mile,07 APR 2018,4:17.63,"Arcadia, CA (USA)"
296,Aksel LAUDON,,USA,967,1500m [Mile ind.],Outdoor,5000 Metres,07 MAY 2022,15:14.37,"U.S. Naval Academy, Annapolis, MD (USA)"
297,Aksel LAUDON,,USA,967,1500m [Mile ind.],Outdoor,3000 Metres Steeplechase,12 APR 2019,9:25.35,"Providence, RI (USA)"
298,Aksel LAUDON,,USA,967,1500m [Mile ind.],Outdoor,3000 Metres Steeplechase,09 APR 2021,9:53.18,"Ray Treacy Track at Hendricken Field, Providence, RI (USA)"
299,Aksel LAUDON,,USA,967,1500m [Mile ind.],Outdoor,3000 Metres Steeplechase,16 APR 2022,9:36.78,"Silfen Field&Track, New London, CT (USA)"
300,Aksel LAUDON,,USA,967,1500m [Mile ind.],Outdoor,4x800 Metres Relay,06 MAY 2022,7:42.03,"U.S. Naval Academy, Annapolis, MD (USA)"
301,Aksel LAUDON,,USA,967,1500m [Mile ind.],Indoor,One Mile,26 JAN 2019,4:16.56,"Boston, MA (USA)"
302,Aksel LAUDON,,USA,967,1500m [Mile ind.],Indoor,One Mile,05 FEB 2022,4:08.04,"Boston Univ. Track & Tennis Center, Boston, MA (USA)"
303,Aksel LAUDON,,USA,967,1500m [Mile ind.],Indoor,3000 Metres,17 FEB 2019,9:03.03,"Annapolis, MD (USA)"
304,Aksel LAUDON,,USA,967,1500m [Mile ind.],Indoor,3000 Metres,15 FEB 2020,8:36.38,"Boston Univ. Track & Tennis Center, Boston, MA (USA)"
305,Aksel LAUDON,,USA,967,1500m [Mile ind.],Indoor,3000 Metres,28 FEB 2021,8:42.52,"Boston Univ. Track & Tennis Center, Boston, MA (USA)"
306,Aksel LAUDON,,USA,967,1500m [Mile ind.],Indoor,3000 Metres,12 FEB 2022,8:25.44,"Boston Univ. Track & Tennis Center, Boston, MA (USA)"
307,Aksel LAUDON,,USA,967,1500m [Mile ind.],Indoor,5000 Metres,29 FEB 2020,15:30.80,"Lehigh-Rauch Field House, Bethlehem, PA (USA)"
308,Gavin JENKINS,,USA,967,1500m [Mile ind.],Outdoor,1500 Metres,01 MAY 2022,3:49.95,"University of Alabama at Birmingham, Birmingham, AL (USA)"
309,Gavin JENKINS,,USA,967,1500m [Mile ind.],Outdoor,One Mile,24 APR 2021,4:11.39,"Wilson Field Outdoor Track, Lexington, KY (USA)"
310,Gavin JENKINS,,USA,967,1500m [Mile ind.],Outdoor,5000 Metres,05 APR 2019,14:59.45,"Williamsburg, VA (USA)"
311,Gavin JENKINS,,USA,967,1500m [Mile ind.],Outdoor,5000 Metres,02 MAY 2021,14:21.73,"Catamount Athletic Complex, Cullowhee, NC (USA)"
312,Gavin JENKINS,,USA,967,1500m [Mile ind.],Outdoor,5000 Metres,14 MAY 2022,14:39.10,"Lee’s Multi-Sport Complex, Cleveland, TN (USA)"
313,Gavin JENKINS,,USA,967,1500m [Mile ind.],Outdoor,2000 Metres Steeplechase,17 JUN 2017,6:15.14,"Greensboro, NC (USA)"
314,Gavin JENKINS,,USA,967,1500m [Mile ind.],Outdoor,3000 Metres Steeplechase,11 MAY 2019,9:12.38,"Princeton, NJ (USA)"
315,Gavin JENKINS,,USA,967,1500m [Mile ind.],Outdoor,3000 Metres Steeplechase,15 MAY 2021,8:44.56,"Lee’s Multi-Sport Complex, Cleveland, TN (USA)"
316,Gavin JENKINS,,USA,967,1500m [Mile ind.],Outdoor,3000 Metres Steeplechase,22 APR 2022,8:49.92,"UVA Lanningan Field, Charlottesville, VA (USA)"
317,Gavin JENKINS,,USA,967,1500m [Mile ind.],Indoor,800 Metres,22 FEB 2020,1:58.48,"South Carolina Indoor T&F Complex, Columbia, SC (USA)"
318,Gavin JENKINS,,USA,967,1500m [Mile ind.],Indoor,800 Metres,28 FEB 2021,1:54.24,"Corps Physical Training Facility, Lexington, VA (USA)"
319,Gavin JENKINS,,USA,967,1500m [Mile ind.],Indoor,800 Metres,22 JAN 2022,1:57.18,"Corps Physical Training Facility, Lexington, VA (USA)"
320,Gavin JENKINS,,USA,967,1500m [Mile ind.],Indoor,1000 Metres,14 FEB 2020,2:34.36,"Corps Physical Training Facility, Lexington, VA (USA)"
321,Gavin JENKINS,,USA,967,1500m [Mile ind.],Indoor,1000 Metres,29 JAN 2021,2:28.87,"Corps Physical Training Facility, Lexington, VA (USA)"
322,Gavin JENKINS,,USA,967,1500m [Mile ind.],Indoor,One Mile,15 FEB 2019,4:26.62,"Blacksburg, VA (USA)"
323,Gavin JENKINS,,USA,967,1500m [Mile ind.],Indoor,One Mile,29 FEB 2020,4:23.58,"Corps Physical Training Facility, Lexington, VA (USA)"
324,Gavin JENKINS,,USA,967,1500m [Mile ind.],Indoor,One Mile,16 JAN 2021,4:22.53,"Corps Physical Training Facility, Lexington, VA (USA)"
325,Gavin JENKINS,,USA,967,1500m [Mile ind.],Indoor,One Mile,27 FEB 2022,4:08.14,"Corps Physical Training Facility, Lexington, VA (USA)"
326,Gavin JENKINS,,USA,967,1500m [Mile ind.],Indoor,3000 Metres,15 JAN 2022,8:58.37,"Corps Physical Training Facility, Lexington, VA (USA)"
327,Gavin JENKINS,,USA,967,1500m [Mile ind.],Indoor,5000 Metres,05 MAR 2022,14:25.82,"Boston Univ. Track & Tennis Center, Boston, MA (USA)"
328,Gavin JENKINS,,USA,967,1500m [Mile ind.],Indoor,High Jump,30 JAN 2021,1.85,"Corps Physical Training Facility, Lexington, VA (USA)"
329,Gavin JENKINS,,USA,967,1500m [Mile ind.],Indoor,Distance Medley Relay,06 MAR 2022,9:52.15,"Boston Univ. Track & Tennis Center, Boston, MA (USA)"
330,Andrew O'KEEFE,,USA,967,"1500m [Mile,Mile ind.]",Outdoor,800 Metres,04 MAY 2019,1:53.32,"Collinsville, IL (USA)"
331,Andrew O'KEEFE,,USA,967,"1500m [Mile,Mile ind.]",Outdoor,800 Metres,27 MAR 2021,1:54.49,"CSU - Neta and Eddie DeRose Thunderbowl, Pueblo, CO (USA)"
332,Andrew O'KEEFE,,USA,967,"1500m [Mile,Mile ind.]",Outdoor,1500 Metres,08 MAY 2021,3:46.22,"Griswold Stadium, Portland, OR (USA)"
333,Andrew O'KEEFE,,USA,967,"1500m [Mile,Mile ind.]",Outdoor,1500 Metres,15 APR 2022,3:46.10,"Cougar Athletic Stadium, Azusa, CA (USA)"
334,Andrew O'KEEFE,,USA,967,"1500m [Mile,Mile ind.]",Outdoor,One Mile,01 JUN 2017,4:17.27,St. Louis (USA)
335,Andrew O'KEEFE,,USA,967,"1500m [Mile,Mile ind.]",Outdoor,One Mile,15 JUN 2019,4:15.66,"Seattle, WA (USA)"
336,Andrew O'KEEFE,,USA,967,"1500m [Mile,Mile ind.]",Outdoor,One Mile,12 FEB 2022,4:06.68,"Dempsey Indoor, Seattle, WA (USA)"
337,Andrew O'KEEFE,,USA,967,"1500m [Mile,Mile ind.]",Outdoor,3000 Metres,11 FEB 2022,8:21.54,"Dempsey Indoor, Seattle, WA (USA)"
338,Andrew O'KEEFE,,USA,967,"1500m [Mile,Mile ind.]",Outdoor,Distance Medley Relay,11 MAR 2022,9:37.07,"Robert W. Plaster Center, Pittsburg, KS (USA)"
339,Andrew O'KEEFE,,USA,967,"1500m [Mile,Mile ind.]",Indoor,800 Metres,01 FEB 2020,1:53.90,"Convention Center, Albuquerque, NM (USA)"
340,Andrew O'KEEFE,,USA,967,"1500m [Mile,Mile ind.]",Indoor,1000 Metres,23 JAN 2021,2:30.00,"Adams State-High Altitude Training Center, Alamosa, CO (USA)"
341,Andrew O'KEEFE,,USA,967,"1500m [Mile,Mile ind.]",Indoor,One Mile,26 FEB 2021,4:12.36,"Donald Young Center, Spearfish, SD (USA)"
342,Andrew O'KEEFE,,USA,967,"1500m [Mile,Mile ind.]",Indoor,One Mile,22 JAN 2022,4:18.89,"Convention Center, Albuquerque, NM (USA)"
343,Andrew O'KEEFE,,USA,967,"1500m [Mile,Mile ind.]",Indoor,Distance Medley Relay,29 JAN 2022,10:00.90,"Convention Center, Albuquerque, NM (USA)"
344,Jeremy MILLER,,USA,967,1500m [Mile],Outdoor,1500 Metres,10 APR 2021,3:59.15,"Colorado Mesa Univ., Grand Junction, CO (USA)"
345,Jeremy MILLER,,USA,967,1500m [Mile],Outdoor,1500 Metres,14 MAY 2022,3:47.04,"Cougar Athletic Stadium, Azusa, CA (USA)"
346,Jeremy MILLER,,USA,967,1500m [Mile],Outdoor,One Mile,11 FEB 2022,4:09.14,"GVSU Kelly Family Sports Cente, Allendale, MI (USA)"
347,Jeremy MILLER,,USA,967,1500m [Mile],Outdoor,5000 Metres,18 APR 2021,15:16.42,"Colorado Mesa Univ., Grand Junction, CO (USA)"
348,Wyatt KELLY,,USA,967,1500m [Mile ind.],Outdoor,800 Metres,16 APR 2019,1:55.59,"Dubuque, IA (USA)"
349,Wyatt KELLY,,USA,967,1500m [Mile ind.],Outdoor,800 Metres,17 APR 2021,1:53.54,"Paul Olson Track, Rock Island, IL (USA)"
350,Wyatt KELLY,,USA,967,1500m [Mile ind.],Outdoor,800 Metres,23 APR 2022,1:53.97,"Paul Olson Track, Rock Island, IL (USA)"
351,Wyatt KELLY,,USA,967,1500m [Mile ind.],Outdoor,1500 Metres,03 MAY 2019,4:01.71,"Dubuque, IA (USA)"
352,Wyatt KELLY,,USA,967,1500m [Mile ind.],Outdoor,1500 Metres,10 APR 2021,3:56.22,"Wartburg Col. Hoover FH & Ind. Track, Waverly, IA (USA)"
